"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2023","California",64.2942,338,63.4767,341,90.0208,358,97.8813,316,108.164,296,106.053,191,-8.17202,265
"2023","Campbell",64.3835,337,64.2873,324,104.685,144,105.118,174,105.288,234,109.893,272,-4.77432,229
"2023","Canisius",67.6602,198,67.6854,162,100.898,239,101.876,251,105.751,245,108.585,252,-6.7086,249
"2023","Central Arkansas",72.5451,18,72.2071,10,97.8987,298,98.7159,302,112.336,350,113.95,339,-15.2339,332
"2023","Central Connecticut",65.7372,293,64.3525,321,99.0004,277,97.2057,323,105.372,237,114.159,340,-16.9536,343
"2023","Central Michigan",68.6391,150,67.176,178,93.7007,346,93.1249,353,107.641,284,108.421,247,-15.2962,333
"2023","Charleston",70.8386,44,70.9126,29,112.46,17,111.46,70,94.3072,15,99.7151,75,11.7448,74
"2023","Charleston Southern",66.3705,261,65.8213,263,105.574,123,105.491,167,113.327,353,116.75,356,-11.2589,304
"2023","Charlotte",61.4318,361,60.4227,362,106.287,105,108.065,118,100.534,108,103.458,133,4.60682,117
"2023","Chattanooga",68.7178,143,68.4481,122,109.023,58,108.272,113,107.391,280,109.302,265,-1.0302,184
"2023","Chicago St.",65.693,296,64.318,322,101.179,230,103.295,220,112.345,351,113.569,335,-10.2734,296
"2023","Cincinnati",69.6336,96,68.4771,120,108.821,63,112.444,54,99.4709,88,99.0597,66,13.3839,54
"2023","Clemson",68.0808,175,68.1189,140,109.33,54,111.196,75,98.8975,77,98.5279,59,12.6685,64
"2023","Cleveland St.",66.5526,253,65.9391,254,105.902,115,104.465,189,101.457,132,105.231,174,-0.765696,179
"2023","Coastal Carolina",68.4254,161,68.3834,128,101.99,204,104.356,191,112.094,344,114.829,345,-10.473,298
"2023","Colgate",68.0072,179,67.8358,156,114.974,7,113.031,45,101.683,138,107.776,232,5.25477,113
"2023","Colorado",69.6864,93,68.9408,98,100.328,252,107.837,130,95.7339,33,94.7405,23,13.0962,58
"2023","Colorado St.",66.2228,273,66.1074,239,106.163,108,112.364,56,106.624,265,105.938,187,6.42603,105
"2023","Columbia",70.6771,51,69.474,67,91.463,352,94.5521,344,108.019,293,111.443,308,-16.8906,340
"2023","Connecticut",68.5693,155,66.6423,210,114.228,9,119.52,7,95.0685,23,94.1749,18,25.3456,4
"2023","Coppin St.",73.0282,9,71.4813,20,96.9237,310,99.2943,290,112.212,346,115.34,349,-16.0457,338
"2023","Cornell",72.0883,25,71.1955,24,110.771,32,112.162,61,106.836,270,110.41,282,1.75229,144
"2023","Creighton",69.4467,104,67.9357,149,109.592,48,114.711,27,97.6468,63,94.0602,15,20.6509,13
"2023","Dartmouth",70.0061,77,68.7351,108,96.8188,312,99.4729,286,104.547,219,107.851,234,-8.37781,268
"2023","Davidson",65.8237,288,65.0371,296,103.914,159,107.536,136,103.208,180,105.094,172,2.44202,140
"2023","Dayton",63.7678,345,62.5523,352,107.66,82,110.081,94,94.7051,21,98.2608,56,11.8203,73
"2023","Delaware",67.1363,220,67.1141,184,102.711,185,102.613,234,104.94,228,108.199,242,-5.5856,238
"2023","Delaware St.",68.8987,136,67.8839,153,90.6989,355,92.2455,356,109.08,310,112.617,325,-20.3711,357
"2023","Denver",68.6645,147,68.5356,115,102.819,181,100.897,268,108.137,295,111.304,303,-10.4067,297
"2023","DePaul",69.8629,85,68.7447,106,100.459,249,107.976,123,108.998,307,105.7,180,2.27562,142
"2023","Detroit Mercy",67.8786,184,67.2185,177,111.317,27,111.727,67,110.809,329,113.547,333,-1.82016,199
"2023","Drake",66.685,243,66.3801,222,108.714,65,109.931,98,94.3924,17,97.4188,44,12.512,66
"2023","Drexel",63.8576,343,63.6224,339,101.842,210,101.261,259,96.8144,44,103.272,128,-2.01092,200
"2023","Duke",65.7055,294,65.2166,288,110.245,39,113.326,42,96.9333,47,94.8285,24,18.4977,21
"2023","Duquesne",69.3488,110,68.1849,138,107.924,75,108.698,106,102.097,145,104.724,159,3.97408,125
"2023","East Carolina",68.5928,153,67.4155,171,100.592,246,103.485,213,103.029,175,104.183,147,-0.69841,176
"2023","East Tennessee St.",66.3661,262,65.7656,268,102.008,203,101.323,258,104.447,216,107.616,228,-6.29347,244
"2023","Eastern Illinois",69.8876,83,67.9291,150,95.3656,334,94.1808,349,106.087,254,111.249,300,-17.0686,344
"2023","Eastern Kentucky",70.3686,65,70.1341,41,101.757,213,103.442,216,102.008,142,103.5,134,-0.0579612,169
"2023","Eastern Michigan",70.2357,70,69.1668,84,101.709,216,101.878,250,114.48,357,114.476,342,-12.5977,317
"2023","Eastern Washington",68.5782,154,68.4126,124,110.002,40,111.664,68,104.806,225,107.54,225,4.12446,122
"2023","Elon",66.4825,255,65.9358,255,96.0974,324,96.8981,327,108.402,299,112.893,327,-15.9945,337
"2023","Evansville",69.7797,91,69.5755,57,89.4254,359,91.6526,357,108.871,303,110.01,274,-18.3578,352
"2023","Fairfield",64.7692,328,65.0301,298,97.9591,296,99.0048,298,101.775,139,107.096,214,-8.09156,264
"2023","Fairleigh Dickinson",69.2648,112,68.72,110,108.88,62,106.257,155,108.232,297,118.522,361,-12.2646,312
"2023","FIU",70.6199,56,70.0758,42,100.961,238,103.007,228,105.221,231,106.563,202,-3.55558,222
"2023","Florida",69.7957,90,69.3674,70,102.815,182,108.33,112,97.8873,65,95.5063,30,12.8236,63
"2023","Florida A&M",66.1903,276,65.0319,297,88.0469,362,89.8236,360,107.213,276,110.23,278,-20.406,358
"2023","Florida Atlantic",68.7232,141,68.3902,126,112.947,15,114.37,31,94.37,16,96.135,36,18.2345,25
"2023","Florida Gulf Coast",66.3081,267,66.3045,226,104.879,140,105.102,175,104.332,212,106.312,196,-1.2095,188
"2023","Florida St.",69.0152,125,68.6974,112,100.541,248,105.291,172,110.504,326,108.114,240,-2.82282,208
"2023","Fordham",69.9809,78,69.6458,53,102.258,197,103.293,221,96.1311,37,100.768,87,2.52436,139
"2023","Fresno St.",63.8354,344,64.2371,327,99.2911,271,103.63,208,103.184,179,100.637,84,2.99304,134
"2023","Furman",68.8397,138,68.4164,123,115.465,6,114.279,32,102.412,154,105.858,183,8.42041,89
"2023","Gardner Webb",66.6842,244,66.1859,236,99.6067,265,99.1038,294,98.0934,67,101.674,97,-2.56988,202
"2023","George Mason",67.5598,204,66.3116,224,101.198,229,102.775,231,99.1119,81,101.321,94,1.45472,148
"2023","George Washington",69.5467,102,69.0071,94,107.166,92,109.263,102,108.868,302,112.597,324,-3.33404,218
"2023","Georgetown",69.6415,95,68.8977,101,98.9207,279,104.038,198,111.352,337,108.391,246,-4.35298,224
"2023","Georgia",68.2189,172,67.6975,161,100.151,256,104.517,187,104.316,211,103.137,124,1.37993,149
"2023","Georgia Southern",67.1282,221,66.6888,205,99.593,266,100.47,275,101.134,120,103.079,123,-2.60985,204
"2023","Georgia St.",67.6837,196,66.9741,190,95.764,328,98.2378,308,104.173,205,107.48,223,-9.24232,277
"2023","Georgia Tech",67.3737,211,66.6726,207,101.332,225,104.354,192,105.983,250,104.193,148,0.160744,167
"2023","Gonzaga",71.5446,34,70.0237,44,120.383,2,124.087,1,102.978,171,99.7671,76,24.3204,8
"2023","Grambling St.",67.4231,207,66.2077,234,100.008,257,100.242,280,93.2038,9,100.88,89,-0.638365,175
"2023","Grand Canyon",65.9325,281,65.1094,293,108.542,66,112.417,55,103.639,188,106.406,198,6.01091,109
"2023","Green Bay",66.1977,275,65.1127,292,89.1768,360,90.717,358,115.046,360,117.006,357,-26.2888,361
"2023","Hampton",69.591,100,68.9538,97,96.9262,309,97.6028,319,111.781,342,115.805,352,-18.202,351
"2023","Hartford",66.159,277,65.5075,276,90.1697,356,89.5093,362,113.255,352,119.275,362,-29.7662,362
"2023","Harvard",67.7572,189,65.8928,258,99.4003,268,101.356,257,97.4488,56,101.068,91,0.287873,163
"2023","Hawaii",64.876,325,64.7209,309,101.667,218,102.174,246,94.5005,19,98.2818,57,3.89268,126
"2023","High Point",71.5754,32,71.4716,21,101.476,221,100.28,279,107.885,289,111.349,304,-11.0694,302
"2023","Hofstra",67.424,206,67.1695,179,109.229,55,110.327,87,96.993,49,101.958,103,8.36951,90
"2023","Holy Cross",68.8698,137,69.0933,88,94.2504,341,94.2307,348,105.406,238,111.151,297,-16.9203,341
"2023","Houston",64.775,327,63.3827,342,116.513,4,118.854,11,86.5792,1,88.9798,4,29.8743,1
"2023","Houston Christian",72.5481,17,70.6269,31,102.781,183,102.164,247,116.617,363,120.963,363,-18.7984,353
"2023","Howard",71.0452,38,68.9135,99,103.037,176,103.808,203,101.975,141,107.019,212,-3.21144,215
"2023","Idaho",66.3872,259,65.891,259,103.298,170,102.923,229,110.905,330,113.606,337,-10.6829,300
"2023","Idaho St.",65.7847,291,65.2355,287,101.918,207,102.404,238,107.098,274,108.654,254,-6.24979,243
"2023","Illinois",69.2852,111,69.3548,71,106.287,104,112.209,59,96.0045,36,95.7479,32,16.4613,33
"2023","Illinois Chicago",68.9784,129,68.98,95,95.9837,325,98.1399,311,104.451,217,108.813,257,-10.6735,299
"2023","Illinois St.",65.7555,292,64.9397,300,99.7503,263,100.681,271,105.673,242,110.055,276,-9.37383,282
"2023","Incarnate Word",68.6219,152,66.9351,191,98.338,292,96.7179,329,108.018,292,112.563,321,-15.8455,336
"2023","Indiana",68.4707,160,68.093,143,108.931,61,114.701,29,99.6621,91,97.3498,43,17.3507,30
"2023","Indiana St.",70.7952,45,70.5592,34,110.691,33,110.655,84,97.5297,59,103.262,126,7.39307,96
"2023","Iona",68.9173,133,68.8514,102,110.689,34,110.93,80,94.0259,13,99.2623,67,11.6678,75
"2023","Iowa",69.5921,99,69.4931,66,113.509,11,120.561,3,105.692,243,104.963,166,15.5976,37
"2023","Iowa St.",65.8211,290,64.2693,325,103.094,174,109.976,97,94.8508,22,91.6424,8,18.3337,23
"2023","IUPUI",67.892,182,67.0323,186,95.4188,332,96.0022,335,115.035,359,117.83,359,-21.8277,360
"2023","Jackson St.",69.6552,94,68.049,144,96.4728,315,99.4058,288,104.671,222,110.172,277,-10.7658,301
"2023","Jacksonville",61.3149,362,61.1165,361,99.7685,261,100.364,278,105.537,239,105.804,181,-5.43957,235
"2023","Jacksonville St.",66.0604,280,65.6619,272,100.983,235,102.333,240,107.332,277,107.552,226,-5.21949,233
"2023","James Madison",71.7637,31,70.4953,35,106.039,111,106.814,145,96.4181,41,100.073,79,6.74092,101
"2023","Kansas",70.0971,74,69.2256,79,106.078,109,114.703,28,96.3488,40,91.5684,7,23.1345,9
"2023","Kansas St.",70.7287,49,70.1663,40,104.952,139,112.608,52,95.7969,34,94.2939,19,18.3145,24
"2023","Kennesaw St.",69.1918,118,68.4905,119,105.334,134,106.391,153,101.312,130,102.778,117,3.61223,127
"2023","Kent St.",69.3536,109,68.0057,145,108.778,64,108.464,110,95.6199,32,96.5315,38,11.9326,71
"2023","Kentucky",66.8388,236,65.9602,253,111.767,24,117.51,14,101.192,125,99.7099,74,17.7996,27
"2023","La Salle",68.5076,158,67.7526,159,101,234,103.508,211,105.169,230,107.865,235,-4.35704,225
"2023","Lafayette",63.5338,348,63.0039,349,95.9678,326,95.5931,338,101.146,121,104.366,151,-8.7725,272
"2023","Lamar",67.3905,209,65.7808,267,97.2402,306,95.0674,340,111.347,336,115.315,348,-20.2478,356
"2023","Lehigh",69.2442,114,69.4979,65,98.2673,294,97.9815,313,102.713,164,107.747,230,-9.7652,288
"2023","Liberty",65.3399,312,64.4773,317,111.924,21,112.735,50,94.6084,20,98.2584,55,14.4763,48
"2023","Lindenwood",68.9625,130,66.7993,199,95.9053,327,95.8461,337,107.916,291,112.492,319,-16.6455,339
"2023","Lipscomb",69.1844,120,69.4036,69,105.707,121,104.938,178,102.883,165,103.937,142,1.00121,157
"2023","Little Rock",72.7365,14,70.9296,28,102.75,184,102.278,241,110.514,327,115.662,350,-13.3841,322
"2023","LIU",73.2014,8,72.5225,6,87.464,363,86.6224,363,111.399,338,117.25,358,-30.6274,363
"2023","Long Beach St.",72.0391,27,72.8637,3,101.888,208,105.538,164,102.079,144,105.013,168,0.524943,162
"2023","Longwood",66.6917,241,65.9358,256,106.572,101,104.361,190,99.4348,87,104.636,158,-0.275408,171
"2023","Louisiana",68.6612,148,68.3637,130,109.745,42,112.336,57,102.034,143,104.131,146,8.2045,92
"2023","Louisiana Monroe",66.356,263,65.9784,250,94.5393,337,98.0109,312,106.216,259,107.216,215,-9.205,276
"2023","Louisiana Tech",66.9925,231,66.512,216,102.055,201,105.466,169,105.274,233,105.937,186,-0.470902,173
"2023","Louisville",67.0437,227,66.4862,218,95.5827,330,101.475,255,113.398,355,111.738,312,-10.2629,295
"2023","Loyola Chicago",67.0503,226,66.1256,238,99.3813,269,102.178,245,106.63,266,109.193,262,-7.015,254
"2023","Loyola Marymount",68.9981,126,67.03,187,106.824,97,110.137,93,105.715,244,103.794,140,6.34353,107
"2023","Loyola MD",66.4537,256,66.089,241,98.559,287,98.9145,299,107.787,285,113.076,330,-14.162,327
"2023","LSU",66.653,246,65.8046,265,101.383,223,106.712,148,106.419,262,105.093,171,1.61931,145
"2023","Maine",66.3119,266,65.8398,262,98.8899,280,99.2114,291,105.246,232,108.668,255,-9.45661,283
"2023","Manhattan",67.0594,225,67.0135,188,97.3226,305,97.6149,318,104.186,206,109.173,261,-11.5585,307
"2023","Marist",65.5261,302,65.5874,275,97.568,301,97.9159,315,101.471,133,107.237,217,-9.32118,279
"2023","Marquette",69.6014,98,68.3156,135,113.246,12,119.388,9,100.116,95,97.5602,46,21.828,12
"2023","Marshall",72.3662,20,72.0621,13,110.983,31,111.37,73,97.5526,60,101.623,96,9.74695,84
"2023","Maryland",64.5455,335,64.5777,312,109.025,57,114.182,35,97.5818,61,95.8207,33,18.3612,22
"2023","Maryland Eastern Shore",70.6846,50,69.6631,51,93.8697,345,94.4309,345,97.4868,58,101.152,92,-6.72069,250
"2023","Massachusetts",70.6601,54,70.5684,32,98.4619,290,101,265,101.171,124,104.009,144,-3.00883,212
"2023","McNeese St.",67.6101,201,66.2158,233,99.2477,272,99.0652,297,111.325,335,114.416,341,-15.3508,334
"2023","Memphis",72.7996,13,71.8377,17,108.348,69,114.202,34,97.6335,62,96.4588,37,17.7429,28
"2023","Mercer",64.8877,324,64.5097,314,100.797,241,99.755,285,102.358,152,104.63,157,-4.87538,230
"2023","Merrimack",67.1727,219,66.3572,223,92.1879,349,89.5731,361,95.2144,25,102.013,105,-12.4402,315
"2023","Miami FL",68.9799,128,68.8077,105,114.539,8,118.327,12,104.044,201,103.412,132,14.915,39
"2023","Miami OH",68.9494,131,66.7814,201,104.846,141,103.792,205,111.834,343,112.079,313,-8.28698,266
"2023","Michigan",67.3878,210,67.4522,169,105.835,117,112.824,46,100.74,112,98.1587,54,14.6657,46
"2023","Michigan St.",65.387,309,64.89,303,105.971,112,113.468,41,101.594,135,96.7691,40,16.6987,32
"2023","Middle Tennessee",66.9007,234,66.898,192,103.429,165,106.587,150,102.325,151,102.441,113,4.14635,121
"2023","Milwaukee",72.3293,21,71.995,15,103.491,164,103.17,223,103.989,199,107.791,233,-4.62098,228
"2023","Minnesota",65.4311,307,65.8141,264,95.3742,333,102.641,233,107.806,286,105.93,185,-3.28957,217
"2023","Mississippi",66.633,249,66.0788,242,100.764,242,106.84,143,103.406,183,101.835,99,5.00462,114
"2023","Mississippi St.",64.9893,321,63.7628,334,100.199,254,105.527,165,92.6099,7,91.4546,6,14.072,49
"2023","Mississippi Valley St.",68.2706,170,67.1556,182,88.8803,361,92.8001,354,108.897,305,112.567,323,-19.7665,355
"2023","Missouri",70.2468,69,69.0569,92,112.445,18,119.372,10,105.612,241,105.47,178,13.9024,51
"2023","Missouri St.",62.8238,357,62.1711,355,102.217,198,104.722,183,100.438,107,103.399,131,1.3229,150
"2023","Monmouth",68.3883,163,68.3638,129,90.0443,357,92.7931,355,109.402,313,110.541,285,-17.7483,350
"2023","Montana",64.0227,342,63.6407,338,107.854,76,109.031,103,107,272,108.369,245,0.662555,159
"2023","Montana St.",67.107,223,66.4238,221,105.386,133,105.464,170,99.0737,80,99.6908,70,5.77355,110
"2023","Morehead St.",65.7022,295,63.2086,344,100.962,237,100.499,274,102.948,168,107.091,213,-6.59122,247
"2023","Morgan St.",72.8437,12,70.7676,30,94.8199,335,94.588,343,102.263,149,106.935,210,-12.3473,313
"2023","Mount St. Mary's",65.8718,285,65.7961,266,96.1375,323,97.1693,325,102.213,148,106.441,200,-9.27206,278
"2023","Murray St.",66.8875,235,66.7521,203,103.078,175,105.834,161,107.818,287,110.264,280,-4.42927,226
"2023","N.C. State",69.8214,89,69.081,90,111.298,28,114.007,36,101.235,128,100.683,85,13.3246,55
"2023","Navy",64.672,332,64.4818,316,105.147,137,103.82,202,100.056,94,104.868,164,-1.04767,186
"2023","Nebraska",67.3139,214,67.0859,185,99.7644,262,106.724,147,102.678,163,99.2883,68,7.43582,95
"2023","Nebraska Omaha",68.0772,177,67.8145,157,98.589,286,100.535,273,111.717,340,113.051,329,-12.5161,316
"2023","Nevada",66.2038,274,66.0119,245,106.46,103,112.143,62,99.3311,84,97.3263,42,14.8171,41
"2023","New Hampshire",65.505,304,64.1639,329,98.0824,295,97.5295,320,102.995,172,107.272,219,-9.74241,287
"2023","New Mexico",71.5547,33,71.5826,19,111.409,26,116.194,19,102.914,166,102.327,110,13.8667,52
"2023","New Mexico St.",70.5982,58,69.248,76,100.798,240,105.799,162,106.656,267,106.907,209,-1.10835,187
"2023","New Orleans",72.2521,23,71.3558,22,100.614,245,98.1623,310,110.03,322,112.97,328,-14.8078,329
"2023","Niagara",63.4498,349,63.1777,346,100.443,250,101.019,263,103.96,197,108.479,250,-7.46038,259
"2023","Nicholls St.",71.9218,28,70.4767,37,101.131,232,99.4561,287,104.825,226,107.244,218,-7.78753,260
"2023","NJIT",66.341,264,66.2982,227,98.3066,293,97.2348,321,108.909,306,112.17,315,-14.9351,331
"2023","Norfolk St.",67.4069,208,65.2561,285,107.785,79,107.561,134,104.205,207,109.015,260,-1.45422,193
"2023","North Alabama",68.9102,134,68.5268,116,104.123,153,105.386,171,109.752,316,112.181,316,-6.79534,251
"2023","North Carolina",69.3638,108,68.9103,100,107.656,83,112.211,58,100.256,97,97.5606,47,14.6503,47
"2023","North Carolina A&T",69.769,92,69.9932,46,96.9325,308,98.3614,306,107.596,283,111.454,310,-13.0923,319
"2023","North Carolina Central",68.9897,127,67.8566,155,101.327,226,101.012,264,97.0096,51,102.242,108,-1.23017,189
"2023","North Dakota",67.7408,190,67.1632,180,103.34,167,103.504,212,109.947,318,111.536,311,-8.03148,262
"2023","North Dakota St.",69.1944,117,68.1002,142,104.303,151,104.701,184,107.364,279,107.755,231,-3.05386,213
"2023","North Florida",68.4185,162,67.9682,146,107.327,89,109.979,96,113.391,354,114.884,346,-4.90501,231
"2023","North Texas",59.2739,363,58.7225,363,107.047,94,110.252,91,94.0049,12,95.5589,31,14.6931,45
"2023","Northeastern",67.1203,222,66.7963,200,96.5908,314,97.9396,314,105.944,248,109.812,268,-11.8722,310
"2023","Northern Arizona",67.6905,195,66.8427,197,105.51,125,108.043,119,110.624,328,110.958,294,-2.91471,211
"2023","Northern Colorado",69.3978,105,69.566,58,105.387,132,107.778,132,111.109,333,111.26,301,-3.48201,221
"2023","Northern Illinois",70.444,62,69.1631,85,100.308,253,100.997,266,105.794,247,107.331,220,-6.33499,245
"2023","Northern Iowa",67.5723,202,67.7071,160,101.365,224,103.262,222,103.794,194,106.664,204,-3.40195,219
"2023","Northern Kentucky",63.1624,352,61.9981,358,104.474,148,103.434,217,100.362,104,102.905,121,0.52915,161
"2023","Northwestern",65.3487,310,64.8836,305,102.638,191,108.567,109,95.4446,28,93.751,13,14.8156,42
"2023","Northwestern St.",68.2611,171,66.6312,211,108.12,73,106.133,156,104.748,223,109.206,263,-3.07326,214
"2023","Notre Dame",65.4171,308,64.8607,306,105.961,113,108.857,105,109.639,314,108.859,258,-0.00247241,168
"2023","Oakland",69.0447,124,68.3951,125,103.302,169,103.822,201,110.446,325,112.495,320,-8.67266,270
"2023","Ohio",69.603,97,68.3847,127,111.605,25,110.945,79,106.173,257,107.529,224,3.41626,131
"2023","Ohio St.",65.9218,283,66.0073,247,109.348,53,115.937,20,104.369,214,101.944,102,13.9931,50
"2023","Oklahoma",66.3779,260,65.2498,286,101.463,222,111.196,76,100.776,114,97.5149,45,13.6814,53
"2023","Oklahoma St.",68.3413,165,67.5168,167,99.8539,260,107.921,127,96.2805,39,92.7132,12,15.2078,38
"2023","Old Dominion",65.5469,301,64.9368,301,101.293,228,103.307,219,101.265,129,103.915,141,-0.608951,174
"2023","Oral Roberts",70.7367,48,70.45,38,116.53,3,115.416,23,99.0034,79,102.113,106,13.3031,56
"2023","Oregon",66.2556,270,66.2238,231,106.659,100,114.571,30,101.058,118,99.6916,72,14.8799,40
"2023","Oregon St.",64.7391,329,63.6815,337,93.6043,347,100.418,276,103.623,187,103.279,129,-2.86035,210
"2023","Pacific",70.846,42,69.5617,60,105.901,116,108.436,111,109.739,315,109.289,264,-0.853817,181
"2023","Penn",67.811,188,66.8907,193,108.005,74,110.416,86,104.922,227,107.337,221,3.07915,133
"2023","Penn St.",64.547,334,64.4474,318,110.248,38,117.161,16,104.286,209,102.347,111,14.8139,43
"2023","Pepperdine",73.7049,5,72.1883,11,102.503,194,105.514,166,109.178,311,106.245,194,-0.730562,178
"2023","Pittsburgh",68.139,174,67.2676,174,111.897,22,115.197,24,103.731,192,103.95,143,11.2466,78
"2023","Portland",70.8406,43,69.0521,93,107.255,91,111.1,77,111.056,332,109.814,269,1.28618,153
"2023","Portland St.",72.0746,26,72.3544,8,102.158,199,103.082,226,108.288,298,108.637,253,-5.55559,237
"2023","Prairie View A&M",68.9257,132,67.7976,158,93.9777,344,94.42,346,97.1642,52,102.747,116,-8.32747,267
"2023","Presbyterian",64.7123,331,64.6338,310,94.7405,336,93.9262,350,108.063,294,111.138,296,-17.212,346
"2023","Princeton",68.566,156,67.5584,165,107.673,81,108.582,108,99.408,85,103.74,137,4.84214,116
"2023","Providence",68.3876,164,66.8617,195,111.864,23,116.93,17,102.675,162,102.212,107,14.7186,44
"2023","Purdue",64.1921,340,64.2174,328,113.74,10,119.951,5,97.3915,54,95.1774,27,24.7732,5
"2023","Purdue Fort Wayne",69.9055,80,69.0814,89,101.837,211,100.877,270,102.969,170,106.69,205,-5.81372,239
"2023","Queens",70.4592,61,70.0045,45,107.262,90,107.276,140,107.359,278,109.893,273,-2.617,205
"2023","Quinnipiac",69.2174,116,69.6549,52,103.585,163,104.267,194,99.5503,89,105.819,182,-1.55245,197
"2023","Radford",65.1516,317,64.4991,315,105.311,135,104.53,186,102.137,146,105.486,179,-0.955923,182
"2023","Rhode Island",68.3402,166,67.2415,176,95.4356,331,97.8099,317,101.939,140,104.952,165,-7.14199,256
